Genename,baseMean,log2FC,lfcSE,stat,p_value,padj
ZNF469,1861.08236,-0.393064926,0.42883768,-0.916582066,0.359361686,0.877615237
ITGB1BP2,36.45314237,-0.393069775,0.43257354,-0.908677344,0.363520467,0.879112364
OR2A1-AS1,144.4697885,-0.393234861,0.398472202,-0.986856446,0.323713018,0.861830313
SNORD14A,23.70929409,-0.39326959,0.426815885,-0.921403359,0.356839876,0.876462387
HSF4,632.1219037,-0.393270877,0.504980384,-0.778784464,0.436106691,0.902183742
CYP2A13,2.245749616,-0.393349381,1.200769692,-0.327581037,0.743228462,NA
LHPP,1384.762538,-0.393407316,0.314910703,-1.249266259,0.211567704,0.804695809
GTF2IP1,99.92888641,-0.393466403,0.305848153,-1.286476311,0.198276881,0.795409923
CYP1B1-AS1,60.40701981,-0.393480435,0.47754595,-0.823963506,0.409960294,0.893407433
LSM14B,3467.948142,-0.393505884,0.271519656,-1.44927218,0.147261587,0.7498292
SLC33A1,2372.922738,-0.393612149,0.20239014,-1.944818799,0.051796791,0.579376474
F11R,10089.09639,-0.393648255,0.281531861,-1.398236964,0.16204192,0.76427623
HMGN4,2719.687006,-0.393649654,0.232001895,-1.696751888,0.089743578,0.66514731
MAGIX,295.3309635,-0.393650218,0.379504136,-1.037275173,0.299607633,0.850016107
USP10,4040.087431,-0.393665892,0.208511939,-1.887977704,0.059028944,0.598564523
HS1BP3,1927.783941,-0.394015542,0.156496641,-2.517725236,0.011811542,0.358560527
TRBV9,20.21478755,-0.39403127,0.641691319,-0.614051115,0.53918155,0.931978588
WLS,3931.063763,-0.394079141,0.513266292,-0.767786911,0.442613792,0.904359266
TOMM22P5,0.38277008,-0.394079239,1.083576317,-0.36368388,0.716094082,NA
RPS6P25,21.4619835,-0.394182843,0.361061174,-1.09173423,0.274949935,0.837158003
RPL7AP11,16.33350843,-0.394239721,0.371969133,-1.05987214,0.289202772,0.845286386
LINC00457,0.95382362,-0.394503126,0.910827386,-0.433126114,0.664923152,NA
RPS7P11,63.46195546,-0.394507066,0.366292958,-1.07702607,0.281468619,0.840828034
OR56B4,1.447047149,-0.394560674,0.995879914,-0.396193023,0.691962638,NA
SRPRB,4983.82129,-0.3946735,0.228530959,-1.727002336,0.084167244,0.655673478
CD99,12031.57983,-0.394763365,0.277087725,-1.424687306,0.15424761,0.758016524
CHRM5,16.75970569,-0.394794188,0.43345002,-0.910818249,0.362391145,0.878290834
ERAS,3.966799394,-0.394837572,0.623301402,-0.633461711,0.526432177,NA
BICD1,922.4672122,-0.394879641,0.368750511,-1.070858558,0.284233032,0.841199945
C9orf43,48.1903362,-0.394938853,0.343157653,-1.15089624,0.249774925,0.824586413
RPL7AP53,3.822227647,-0.394960119,0.51151989,-0.772130521,0.440037127,NA
INTS8,3099.545429,-0.394976004,0.272057433,-1.451811108,0.146554134,0.747905608
IARS1,7557.556351,-0.394989663,0.227191112,-1.738578852,0.082108869,0.651518864
PPAN-P2RY11,1.978182745,-0.395075056,0.682780845,-0.578626449,0.562841254,NA
LCK,753.5182891,-0.395151128,0.535085559,-0.73848214,0.460221517,0.910742432
RRP36,2782.617976,-0.395152948,0.247567201,-1.596144186,0.110456606,0.699250277
BACH1-IT1,9.65216628,-0.395163148,0.382314208,-1.033608325,0.301319306,0.85093314
KRT18P36,0.546816972,-0.395331539,1.23236197,-0.320791739,0.74836822,NA
RPL7P48,2.401599214,-0.395409685,0.608096072,-0.65024213,0.515535831,NA
TRBV7-6,8.024644699,-0.395451688,0.641084568,-0.616847929,0.537335035,0.931204648
TTF2,1328.82076,-0.395473093,0.283166024,-1.396612094,0.162530251,0.76427623
YDJC,1094.921325,-0.395495142,0.318423927,-1.242039645,0.214221935,0.806097023
SLC52A2,4903.570283,-0.395628826,0.365784502,-1.08158991,0.27943479,0.838218163
LINC01611,2.41204636,-0.395659975,1.247328262,-0.317205973,0.751087318,NA
RPS15AP18,0.538843498,-0.395718609,0.950471941,-0.416339075,0.677161903,NA
RPS7P7,0.643685957,-0.395849137,1.153841088,-0.343070758,0.731545229,NA
SH3BGRL3,9658.394631,-0.395933563,0.268980523,-1.47197856,0.141026667,0.742825617
MICALL1,2419.675911,-0.395938158,0.33746597,-1.173268396,0.240688192,0.816605981
RPL7AP58,0.761792341,-0.396014891,0.935057589,-0.423519252,0.671916455,NA
CPB2-AS1,13.40393459,-0.396035642,0.614361731,-0.644629413,0.51916737,0.926569103
MED24,5713.287625,-0.396058887,0.313156293,-1.264732327,0.205967297,0.803388553
ANO7L1,101.1623503,-0.396107462,0.318354794,-1.244232756,0.213413911,0.805632984
SNHG15,1182.912285,-0.396374839,0.355682332,-1.114406884,0.265104671,0.831418926
RP9P,215.4247017,-0.396423193,0.348152292,-1.138648809,0.254849662,0.82649164
TMEM216,840.7764083,-0.396558775,0.206831568,-1.917302946,0.055199456,0.587922502
EFCAB2,519.2875561,-0.396635021,0.327740446,-1.21021078,0.226198023,0.814781398
NPIPB10P,3.421243445,-0.396679304,0.648118151,-0.612047823,0.540506117,NA
TMEM67,674.8226962,-0.396717798,0.289306563,-1.371271339,0.170290387,0.770971808
RAB5IF,1098.188714,-0.396902945,0.26249214,-1.512056491,0.130519492,0.730321954
SUMO2P8,0.400276807,-0.39693636,1.558056825,-0.254763725,0.798905594,NA
FAR1-IT1,0.33966941,-0.396947262,1.385404021,-0.286520939,0.774479158,NA
ST8SIA2,109.7144752,-0.396958241,0.667786027,-0.594439274,0.552218347,0.936648993
SPATA1,33.17815623,-0.397065428,0.318051279,-1.248432103,0.211872859,0.804695809
ANP32BP3,0.390076211,-0.397099779,1.303809608,-0.304568839,0.760694556,NA
SPSB1,2465.742383,-0.397132591,0.322572697,-1.231141368,0.218269996,0.809322134
ACOT13,1437.262274,-0.397234771,0.210605916,-1.886152007,0.059274474,0.598864167
GPR171,134.802089,-0.397378525,0.564024279,-0.704541525,0.4810956,0.916909855
NFKB2,3735.52327,-0.397455736,0.286910224,-1.385296523,0.165961816,0.767839471
CEBPB,3991.577366,-0.397538279,0.4460876,-0.891166397,0.372839909,0.881704077
ZNF775,889.2247515,-0.397648319,0.282904159,-1.405593755,0.159844791,0.762002472
RN7SL76P,0.523294769,-0.397917477,1.105232674,-0.360030505,0.718824322,NA
CAMTA1-IT1,1.056064443,-0.39796058,1.159258142,-0.34328901,0.731381048,NA
DVL3,6634.90162,-0.397973119,0.174787468,-2.276897327,0.022792358,0.44540586
TUT1,922.1693104,-0.398103997,0.245647543,-1.620630892,0.105096823,0.692861638
PPP1R18,4742.577503,-0.398262242,0.279432375,-1.425254472,0.154083655,0.758016524
DDX10P2,0.726159188,-0.398587346,0.917134095,-0.434600947,0.663852107,NA
FAM78A,669.8667419,-0.398598769,0.335735685,-1.187239804,0.235133045,0.815413262
SDAD1P2,0.692204558,-0.398632384,0.950495671,-0.419394213,0.674928053,NA
GPR31,10.80824775,-0.398677125,0.564665611,-0.706041094,0.480162583,0.916625698
TMEM54,3005.021359,-0.398703898,0.334578842,-1.191659028,0.23339497,0.815413262
TMPRSS9,45.1384248,-0.398903966,0.520303139,-0.766676071,0.443274134,0.904711379
HACD2,5113.139733,-0.398914951,0.314029091,-1.27031209,0.203973483,0.802149492
DNAJC27-AS1,108.5974674,-0.398946737,0.36524163,-1.09228167,0.274709314,0.837147781
GOLGA6L9,135.1255525,-0.398975637,0.311877349,-1.279270965,0.200801653,0.798077294
ZNF7,1621.943793,-0.399032381,0.216579529,-1.842428886,0.06541244,0.613712219
CEP78,1480.327208,-0.399085397,0.247018953,-1.615606386,0.106179442,0.694891468
HNRNPA3P12,9.883684835,-0.399095961,0.37973347,-1.050989688,0.293263326,0.84715455
CASP1P2,15.9191119,-0.399097495,0.634913984,-0.62858514,0.529620691,0.929212888
NT5C3AP1,11.0652356,-0.399115793,0.479003272,-0.833221434,0.404719856,0.89211435
DIO3,64.62099567,-0.399431576,0.630276893,-0.633739838,0.526250621,0.928533707
GAL3ST3,1.643180244,-0.399442317,1.168063611,-0.341969661,0.732373724,NA
ANKRD20A4,2.979539893,-0.399478775,1.127684841,-0.354246826,0.723153914,NA
CDK3,31.46493196,-0.399561984,0.381839504,-1.046413426,0.295370197,0.848641936
FAM86FP,129.3527916,-0.399593639,0.377690237,-1.057993031,0.29005862,0.845572023
MSMO1,3414.976498,-0.399681257,0.389904908,-1.025073675,0.305328426,0.853626581
METTL11B,10.35669353,-0.399718805,0.813134917,-0.49157747,0.623018074,0.94685369
HES5,7.753547557,-0.399894979,0.698636392,-0.57239357,0.567055371,0.939010593
TAS2R15P,14.43306752,-0.39997394,0.411865944,-0.971126519,0.331485279,0.865659523
LRRC9,6.287264944,-0.399976728,0.811446794,-0.492917996,0.622070531,0.94685369
SEC61G,3325.131277,-0.400075198,0.306931774,-1.303466219,0.192415642,0.793281405
EIF3IP1,1.332747362,-0.400104453,1.071633821,-0.3733593,0.708881047,NA
HSPB1,34726.03838,-0.400108997,0.512514854,-0.780677856,0.434991988,0.901837389
TAF11,2076.528597,-0.400128409,0.21578011,-1.854334069,0.063691381,0.611623227
BTG4,1.267281514,-0.400129458,1.105888116,-0.361817306,0.717488559,NA
RN7SKP256,0.382636663,-0.400155951,2.391054454,-0.167355432,0.867090391,NA
KRT8P9,7.939358468,-0.400186618,0.55240247,-0.724447553,0.468791015,0.914673947
LINC01266,12.18991864,-0.400348862,0.808145228,-0.495392224,0.620323282,0.94685369
EPHA10,372.2647186,-0.400357214,0.479443768,-0.835045194,0.403692263,0.892006061
AGTPBP1,879.5830065,-0.400447046,0.282744226,-1.416287266,0.156691415,0.760932746
UBXN7,3222.686987,-0.400515202,0.28715995,-1.394746036,0.163092437,0.76427623
MARVELD3,1333.989178,-0.400570577,0.321364587,-1.246467698,0.212592741,0.804871569
ABCA3,5341.300937,-0.400694112,0.457963634,-0.874947447,0.381602501,0.88293061
VTA1P1,0.711047253,-0.400755502,1.3524815,-0.296311263,0.766992385,NA
HMGB3P4,3.778923104,-0.400819545,0.796947226,-0.502943648,0.615003892,NA
EIF5B,9955.144612,-0.400877926,0.219356767,-1.827515653,0.067622275,0.617514961
HOXD4,27.91993718,-0.400946,0.566656658,-0.707564261,0.479215893,0.916587358
BSN,132.3935851,-0.400996451,0.463297922,-0.865526116,0.386750088,0.884341041
MRPS12,2045.535863,-0.401007999,0.348890727,-1.149379929,0.250399352,0.824586413
CCDC102A,531.9017992,-0.401053529,0.35161419,-1.140606779,0.254033595,0.82649164
TTC9C,1110.538436,-0.401113398,0.182954834,-2.192417604,0.028349367,0.4751232
INTS6L,541.4385553,-0.401169499,0.36289763,-1.105461889,0.268959499,0.834380654
C4orf46,647.3812061,-0.401256815,0.228818601,-1.753602256,0.079498684,0.6429686
SNORA5A,4.085125268,-0.401270048,0.556385839,-0.721208234,0.470781407,NA
NR2C2AP,1747.869635,-0.401282775,0.297360892,-1.349480667,0.177182626,0.778586447
LINC01907,4.769537124,-0.401291966,0.526766636,-0.761802171,0.446178085,NA
SREK1IP1P2,0.390059958,-0.401596081,1.430637411,-0.280711296,0.778931844,NA
HCP5,2574.540882,-0.401646541,0.438032042,-0.916934157,0.359177144,0.877615237
MBOAT7,7177.768128,-0.401663076,0.270769596,-1.483412769,0.137964777,0.739851885
LINC01894,3.135864014,-0.401695251,0.624510986,-0.643215667,0.520084169,NA
MRPL49,4149.575076,-0.401750633,0.204711661,-1.962519535,0.049702029,0.568690565
FGF8,1.67062095,-0.40179268,0.870450493,-0.461591651,0.644374183,NA
CICP26,0.402658904,-0.401841256,1.026360413,-0.391520611,0.695412457,NA
SMARCA4,10882.34474,-0.40191338,0.228391086,-1.75975949,0.078448594,0.640260574
RNU1-70P,0.366797749,-0.401964675,1.898026407,-0.211780339,0.832278408,NA
SLC25A32,1597.829169,-0.402146788,0.208786275,-1.926116969,0.05408977,0.585307373
RN7SL34P,1.806355617,-0.40224939,0.730610856,-0.550565854,0.581931322,NA
SPRED3,173.8992642,-0.402291808,0.299383684,-1.343733242,0.179034664,0.781262885
SUMO3,7406.544031,-0.40230369,0.241664338,-1.664720967,0.095968438,0.674510355
PTP4A3,2377.528541,-0.40235858,0.380678634,-1.056950783,0.29053405,0.845572023
ZFP64,1296.306873,-0.402408842,0.186383933,-2.159031822,0.030847698,0.48783543
IMPDH1P10,1.371650561,-0.402497233,0.862390445,-0.466722742,0.640698257,NA
SELPLG,1875.519811,-0.402550363,0.346882145,-1.160481647,0.245852762,0.82121154
ZBED4,2148.242653,-0.402682445,0.331545794,-1.21456056,0.224533739,0.813636486
SLC16A9,243.2370158,-0.402722198,0.550023765,-0.73219054,0.464052278,0.912131741
TATDN1,1360.135419,-0.402732128,0.259289342,-1.553215127,0.120371749,0.713171175
TOP3B,29.59839808,-0.402818746,0.329529446,-1.222405923,0.221554161,0.812712638
PHBP1,0.378970185,-0.402905851,1.16720376,-0.345188959,0.729952318,NA
HSPD1P4,13.48499318,-0.402929718,0.438186303,-0.919539736,0.357813332,0.876896828
CEACAM20,2.073679214,-0.403202231,0.798054186,-0.505231647,0.613396145,NA
KLKB1,26.41074073,-0.403242763,0.576641013,-0.699296016,0.484367056,0.91852943
IFI44,2678.471003,-0.403274904,0.497695132,-0.810285008,0.41777639,0.895859473
NPM1P26,7.106986831,-0.403494985,0.468320252,-0.861579193,0.388919125,0.88521313
FOCAD-AS1,2.600252882,-0.403499415,0.615972337,-0.655060935,0.512428522,NA
ZSCAN5A,242.5381364,-0.40353419,0.248549349,-1.623557622,0.104470256,0.691710067
FTSJ3,4325.676641,-0.403588891,0.236460541,-1.706791706,0.087860775,0.66263392
E2F3P2,4.056786356,-0.403593761,0.5455596,-0.739779414,0.459433852,NA
ENOX2,881.2975901,-0.403604292,0.214311761,-1.883257786,0.059665441,0.599574721
RPL13AP2,4.120596131,-0.403607532,0.517329356,-0.780175198,0.435287759,NA
TTLL3,958.5541634,-0.403622483,0.354688531,-1.137963163,0.255135864,0.82649164
CALU,13820.89022,-0.403700135,0.287208424,-1.405599912,0.159842962,0.762002472
GET4,230.8459163,-0.403721195,0.27526295,-1.466674665,0.142464578,0.744545245
ARSL,172.0898969,-0.403735542,0.446386194,-0.90445347,0.365754997,0.879216659
PRH2,2.924397699,-0.403766433,0.5224941,-0.772767448,0.439660021,NA
MIR4755,0.382645032,-0.403855403,1.406483045,-0.28713848,0.77400629,NA
CKLF,508.6050394,-0.403898548,0.249951724,-1.61590623,0.106114588,0.694891468
HSPA1B,6413.16913,-0.403990038,0.36829898,-1.096907839,0.272681682,0.836603263
PCNA,6691.181935,-0.404224441,0.298810507,-1.352778541,0.17612639,0.777235388
CCDC63,0.923298751,-0.404284039,1.009956901,-0.400298309,0.688936814,NA
EPHA1-AS1,17.85436839,-0.404333647,0.433738513,-0.932206005,0.351230072,0.873978345
GNB4,2780.259534,-0.404413091,0.302503413,-1.336887696,0.181259298,0.782582314
RIPK2,1645.766187,-0.404453095,0.273394203,-1.479376996,0.139039585,0.741237521
GUCY2F,0.590724422,-0.404464229,1.360824517,-0.297219975,0.766298573,NA
SYDE1,1073.898829,-0.404538112,0.379652916,-1.065547228,0.286628366,0.843246831
THAP12P1,2.6282616,-0.404586504,0.794423436,-0.509283193,0.610553737,NA
C19orf57,326.8001948,-0.404661393,0.398761329,-1.014795978,0.310203091,0.856318378
FAM222B,2262.233759,-0.404736928,0.255780735,-1.582358922,0.113567657,0.705785069
PRKDC,15746.17673,-0.404755887,0.341053925,-1.186779736,0.235314514,0.815413262
ARHGDIA,12705.03892,-0.404803808,0.22691254,-1.783964023,0.074429511,0.633542291
LAMA1,514.8766717,-0.40480505,0.544476253,-0.743476044,0.45719352,0.910628486
CCSER1,182.1056895,-0.404838906,0.423129977,-0.956771981,0.338682357,0.868819931
GUCY2C,72.728765,-0.404892879,0.451909923,-0.895959256,0.370274524,0.880834401
LINC01300,0.434495683,-0.40489319,1.266004838,-0.319819623,0.749105072,NA
ZNF185,2223.370386,-0.404978754,0.387054054,-1.046310586,0.295417659,0.848641936
CCNI2,114.9377903,-0.404981601,0.67172807,-0.602895157,0.546578438,0.93457792
RLN3,1.505077749,-0.405088117,1.376469914,-0.29429493,0.768532546,NA
PANX1,1244.186422,-0.405111244,0.246293886,-1.644828664,0.100005149,0.683551084
KIF3C,1568.572444,-0.405186116,0.384249406,-1.054487295,0.291659874,0.846112175
DHFRP1,15.27554682,-0.405281392,0.453253988,-0.894159572,0.371236519,0.880834401
OCM,7.068806084,-0.405346045,0.487900062,-0.830797281,0.406088159,0.892727416
KATNAL2,299.9669107,-0.40538143,0.389835662,-1.039877749,0.298396701,0.849906463
MRPL15P1,2.145985366,-0.405416305,0.829317135,-0.488855576,0.624943949,NA
ZNRD2,1301.117644,-0.405422282,0.303215046,-1.337078379,0.181197054,0.782518774
PPP1R26-AS1,216.995818,-0.405593388,0.362668844,-1.118357407,0.263414378,0.831281987
PLCB3,2936.916846,-0.405679958,0.245728066,-1.650930494,0.098752768,0.681139021
DESI2,3882.58185,-0.405695989,0.255771303,-1.586166957,0.112701441,0.70364385
TSEN54,2537.056368,-0.405714312,0.291039767,-1.394016757,0.163312545,0.76427623
MTDHP3,0.849136689,-0.405743992,1.318164865,-0.307809746,0.758227105,NA
DLEU2,230.6559949,-0.405933349,0.361768581,-1.122080164,0.261828357,0.830513976
LINC00941,12.86805936,-0.405940813,0.470210625,-0.863316972,0.387963215,0.884343891
SIGLEC9,184.7909498,-0.405989649,0.311760628,-1.302247982,0.192831628,0.793757302
PLCG1-AS1,14.85333111,-0.405993216,0.492702048,-0.824013655,0.409931799,0.893407433
H2AZ2P1,17.00717112,-0.406013067,0.333532399,-1.217312224,0.223485445,0.813387889
CYP26B1,371.691539,-0.406032633,0.577362458,-0.703254303,0.481897283,0.917505661
MIR4677,1.623444889,-0.40605452,0.759949016,-0.534318108,0.593121466,NA
BAX,2931.2561,-0.406080137,0.295770982,-1.372954623,0.169766454,0.770556904
KLHDC4,1571.093511,-0.406091219,0.270430432,-1.501647634,0.133188134,0.734675514
XCL2,38.74237822,-0.406104184,0.554994835,-0.731726061,0.464335786,0.912205199
PLTP,4339.079156,-0.406140993,0.338970968,-1.198158638,0.230855264,0.815413262
CD84,1202.742212,-0.40619156,0.36866159,-1.101800595,0.270548372,0.835233362
C1QC,7184.751449,-0.40629515,0.373761212,-1.087044715,0.277017049,0.837504407
STAC3,271.06727,-0.406494322,0.294052652,-1.382386175,0.166853159,0.768232578
GTPBP3,1358.477862,-0.406562316,0.286745565,-1.417850408,0.156234444,0.760526149
LOXL1-AS1,428.1434953,-0.406577974,0.315616917,-1.288200829,0.197676064,0.795406487
ALDH3B2,8149.756641,-0.406580356,0.751074454,-0.541331627,0.588279025,0.943598346
PHF20L1,3353.330684,-0.407132368,0.268924085,-1.513930475,0.130043474,0.730254337
LPCAT4,1049.813147,-0.407272356,0.235162135,-1.73187897,0.083295114,0.653202842
MTCH2,5321.54859,-0.407335489,0.206985006,-1.967946845,0.049074154,0.566708655
MCCD1P1,1.203995743,-0.407417166,0.894420391,-0.455509702,0.648742589,NA
THOP1,2563.396063,-0.407429392,0.314482678,-1.295554321,0.195129075,0.795009258
NPM1P27,128.2074249,-0.407589464,0.320511878,-1.271682867,0.20348582,0.801703292
NBL1,4901.857288,-0.407610225,0.447449548,-0.910963542,0.362314584,0.878289693
FAAP24,369.8425831,-0.407642897,0.231508419,-1.76081241,0.078270159,0.640260574
FCF1P8,0.725290944,-0.407651097,0.962268683,-0.42363542,0.67183172,NA
SASH3,1268.747793,-0.407709387,0.404782891,-1.007229793,0.313824359,0.857982502
CTRC,5.097174101,-0.407711953,0.538265776,-0.757454721,0.448777483,0.906092409
HMGN2P15,80.36606567,-0.407774873,0.600735159,-0.678793087,0.497268975,0.922393791
MDM2,4769.974855,-0.407796851,0.316261408,-1.289429699,0.197248742,0.795406487
RNU6-1156P,0.370040435,-0.407838965,1.286870884,-0.316922988,0.751302039,NA
LRGUK,74.19743717,-0.407973078,0.419704044,-0.972049434,0.331025957,0.865659523
EFHB,37.27879304,-0.408021274,0.485166774,-0.840991789,0.400352534,0.890830401
DDX27,4214.997828,-0.408103188,0.185578316,-2.199088752,0.027871612,0.47354983
NPIPP1,220.5752534,-0.408112192,0.365065462,-1.117915098,0.263603256,0.831281987
C6orf163,31.32223961,-0.408226518,0.409204955,-0.997608934,0.318469027,0.8600784
KRT1,34.51755091,-0.408318663,0.890123922,-0.458721143,0.646434429,0.952780093
TOP1MT,2262.286048,-0.408361533,0.343120918,-1.190138848,0.233991824,0.815413262
GRB2,12173.20287,-0.408387699,0.234124257,-1.74432032,0.08110325,0.647067422
PCYT1B,65.56732287,-0.408395003,0.601194054,-0.679306457,0.496943706,0.922393791
PYCR3,1963.47695,-0.408450393,0.343967477,-1.187468059,0.235043048,0.815413262
TMEM51-AS1,91.6846009,-0.408491545,0.379769264,-1.075630874,0.282092374,0.841199945
HLA-DMA,4825.20567,-0.408512933,0.354147496,-1.153510721,0.24870082,0.82376975
C11orf45,124.4293994,-0.40853543,0.338136844,-1.208195548,0.226972054,0.814976634
DCBLD1,846.579399,-0.40855459,0.288835771,-1.414487508,0.157218813,0.761263745
TTC16,55.28867602,-0.408576681,0.4569311,-0.89417569,0.371227897,0.880834401
PARP12,2973.436187,-0.408606833,0.296542687,-1.377902242,0.168233473,0.768957733
ZNF727,30.15939385,-0.408720435,0.689684747,-0.592619217,0.553436015,0.936745859
RN7SL396P,2.052839023,-0.408858847,0.928078306,-0.440543481,0.659543528,NA
PPP1CA,10108.60365,-0.408876371,0.271494933,-1.506018426,0.132062444,0.732961484
SLC2A7,1.773430122,-0.409044648,0.69186565,-0.591219766,0.55437318,NA
NOL9,1438.633164,-0.409104795,0.198738382,-2.058509235,0.039541276,0.524911004
HMGN5,523.5103488,-0.409196395,0.351896284,-1.162832386,0.244897515,0.82059129
CCRL2,223.4886535,-0.409226308,0.380920882,-1.074307886,0.282684712,0.841199945
STAT1,23625.01122,-0.409243525,0.443588348,-0.922575009,0.356228724,0.875931998
PDCD2L,395.0470745,-0.409260076,0.307438977,-1.331191248,0.183126091,0.78551425
LINC02652,1.805205825,-0.409270782,1.126327141,-0.363367593,0.716330307,NA
LINC02818,3.11266107,-0.409476656,0.627285133,-0.652775962,0.513900722,NA
UNC119,1733.475987,-0.40950345,0.270541718,-1.513642525,0.130116529,0.730297047
KIF21B,648.8963359,-0.409669548,0.393122158,-1.042092234,0.297368919,0.849126123
LINC00645,0.744454783,-0.409743236,1.522462854,-0.269131845,0.787828226,NA
HBG2,3.895862053,-0.409830426,0.589636289,-0.695056314,0.487020011,NA
MAFG-DT,470.0856434,-0.409833834,0.377592576,-1.085386368,0.277750568,0.837674303
HERC6,2128.818586,-0.409999515,0.51727067,-0.792620846,0.42799876,0.898973912
HYLS1,473.3199073,-0.410054944,0.24080023,-1.702884356,0.088589712,0.663503994
LKAAEAR1,6.292254059,-0.410103591,0.649612643,-0.631304817,0.527841238,0.928933575
LPAR2,1384.256824,-0.410109397,0.273834228,-1.497655716,0.134222723,0.736969868
LINC00602,3.316392401,-0.410118185,1.368798566,-0.299619093,0.764467719,NA
PROM1,4251.399855,-0.410146508,0.842426711,-0.486863133,0.626355327,0.94731875
C3P1,0.718118553,-0.410262893,1.351023683,-0.303668173,0.761380708,NA
TRPV2,847.8924629,-0.410324998,0.346149731,-1.185397421,0.235860351,0.815413262
C11orf21,91.41494881,-0.410343462,0.522463651,-0.785400977,0.432218508,0.900437771
PARP14,7880.904996,-0.41055171,0.35250273,-1.164676684,0.244149891,0.819781664
PPIAP31,11.71536344,-0.410692281,0.441044785,-0.93118045,0.351760229,0.874233295
CCDC17,65.67554612,-0.410771904,0.367836154,-1.116725202,0.264111839,0.831281987
SIRPAP1,3.93646873,-0.410796207,0.560951803,-0.732319969,0.463973294,NA
DIPK2A,1433.299478,-0.410913921,0.444506211,-0.924427848,0.355263601,0.875931998
NRARP,568.1971813,-0.411090443,0.382080312,-1.075926788,0.28196,0.841199945
FAM160A1,372.2017393,-0.411166292,0.428114421,-0.96041215,0.336847826,0.86792938
CD72,308.3585887,-0.411186043,0.382769483,-1.074239355,0.282715418,0.841199945
RUVBL2,5559.889331,-0.411217282,0.273110304,-1.505682048,0.132148815,0.732961484
HARBI1,311.2673617,-0.411260143,0.242241006,-1.697731326,0.089558483,0.665113886
NUFIP2,7353.93009,-0.41130224,0.294598861,-1.396143344,0.162671334,0.76427623
TRBV8-2,1.166813979,-0.411387994,0.834080403,-0.493223426,0.621854727,NA
PPIAP9,6.210633958,-0.411512734,0.558456891,-0.736874665,0.461198572,0.910754955
TMEM213,57.63654559,-0.411832067,0.903561561,-0.455787503,0.648542792,0.953400834
USP18,793.9840234,-0.411841024,0.432031545,-0.953266096,0.340455265,0.869756645
HIVEP1,2324.339839,-0.411980097,0.349813985,-1.177711914,0.238911476,0.816382182
AP4B1-AS1,19.10396121,-0.411986099,0.383354069,-1.074688212,0.282514343,0.841199945
CSK,4402.099801,-0.412222979,0.239811009,-1.718949355,0.085623594,0.657991269
B3GNT4,65.27513968,-0.412319355,0.519571522,-0.79357574,0.427442461,0.898894671
CCDC162P,56.82204526,-0.41235635,0.517651902,-0.796590042,0.425689162,0.898438782
POLA1,1538.138972,-0.412484436,0.254803448,-1.618833811,0.105483025,0.69394536
LINC01146,14.49783477,-0.412496671,0.422680573,-0.975906388,0.329110856,0.864340288
CDK2AP1,5723.614865,-0.412776616,0.360234964,-1.145853837,0.251855635,0.824996194
CPA2,6.35699425,-0.412806338,0.765631006,-0.539171396,0.589768596,0.943841616
HINT1P1,1.025528581,-0.412818164,0.757032132,-0.545311284,0.585539445,NA
ANKRD11,4579.03849,-0.41288479,0.215038795,-1.920047916,0.054851847,0.586984654
SNRPG,2311.381245,-0.41290401,0.256492586,-1.609808751,0.107439614,0.696404045
ALG1L12P,9.95186052,-0.413004621,0.504103564,-0.819285262,0.412623679,0.893996554
SLC25A15P2,1.07102933,-0.413025979,1.613959052,-0.255908586,0.798021424,NA
KBTBD8,115.4614668,-0.413077263,0.359289776,-1.149705031,0.250265381,0.824586413
REX1BD,1499.088378,-0.413126599,0.43554874,-0.948519789,0.342864903,0.870509733
ZKSCAN7P1,0.247841874,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
TYRL,0.119156032,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
SUCLG2P4,0.169470213,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
SNORD114-9,0.280530483,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
SLC25A15P4,0.270977757,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
RNU6-240P,0.093781171,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
RNU6-1247P,0.184684425,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
RNU6-1220P,0.169259385,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
RN7SL666P,0.093658479,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
OR1D3P,0.08666453,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
MTND4LP26,0.084791706,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
MIR6817,0.276633863,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
MIR585,0.268838216,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
MIR188,0.275531916,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
LINC02134,0.107858275,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
LINC01525,0.26865135,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
LINC01256,0.115486601,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
LINC00278,0.151215028,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
FTLP16,0.092086213,-0.413146962,5.419028803,-0.076240038,0.93922813,NA
